County,State,B20004001,B20004002,B20004003,B20004004,B20004005,B20004006,B20004007,B20004008,B20004009,B20004010,B20004011,B20004012,B20004013,B20004014,B20004015,B20004016,B20004017,B20004018
Lee,va,24916,16667,21537,25258,37705,56500,27452,15871,25034,37835,40455,63659,21986,17292,16697,21624,36469,41250
Loudoun,va,64697,23616,36227,52135,79981,98750,87081,30068,42913,64185,102853,121405,48578,18008,28411,42630,56310,68192
Louisa,va,34662,25330,29532,36695,50938,54583,40804,28059,35939,48341,63232,56014,29490,17524,25785,31402,43456,53094
Lunenburg,va,26578,21460,23333,30555,39554,46927,30430,25259,28897,32185,43125,54643,23280,12171,20929,25805,38580,46302
Madison,va,32027,20086,28596,31489,46819,54474,35807,24952,32159,49766,73775,57792,27308,13295,21683,28548,37485,51193
Mathews,va,38414,21732,38322,36589,61786,54943,52843,27981,49306,54398,83600,80500,26551,20258,16541,28106,44375,44038
Mecklenburg,va,25000,16509,23425,26226,36678,60500,29011,20431,29879,28618,41708,60066,22251,9926,18623,25746,32788,61875
Middlesex,va,31097,19735,24848,30164,43478,58611,33874,19603,31174,33015,58958,80417,26433,20205,15728,28512,30625,57716
Montgomery,va,33980,19090,27833,30411,39964,52898,40158,21850,34588,33367,51678,63384,28852,16451,21075,27804,32075,42352
Nelson,va,33640,16328,30698,32319,48693,51042,37993,17227,35805,38250,51154,53603,30526,14347,21939,31226,46250,47500
New Kent,va,38602,26417,32925,40593,46713,66078,41811,31017,39115,44043,58892,86635,34864,19173,28389,37250,41138,49512
Northampton,va,29498,14634,23100,31750,41821,57386,27226,12372,24909,41496,53646,81587,30411,16771,21599,27358,40731,54886
Northumberland,va,25587,17222,20385,26379,26901,60368,29615,18125,30625,30844,24205,72937,22744,15577,14600,25466,30893,22750
Nottoway,va,29840,21524,25446,31094,38684,68523,34306,25760,33733,45051,48095,77917,23110,10583,20802,21491,36136,60565
Orange,va,33285,19123,28703,33303,49360,56500,42838,25033,38021,47151,55430,77778,26873,16657,21365,27631,43137,46903
Page,va,26648,17290,24415,31193,43860,54844,34559,19583,32976,41143,57436,67292,21327,12167,17153,27040,38843,44659
Patrick,va,26130,15901,25461,26957,39632,36885,31250,20388,28021,36802,53333,57941,21832,12572,21003,22472,34909,36077
Pittsylvania,va,30210,18527,25476,31819,38953,44942,36396,24101,31393,42452,44312,47944,24827,11765,19099,25969,37003,42153
Powhatan,va,42463,11906,34119,42069,69032,67286,50175,11912,38041,50149,92917,94333,36408,11719,31796,36343,42115,51667
Prince Edward,va,28697,16389,27361,30262,32893,46343,35476,17120,34707,37259,41442,72656,22163,13750,17065,23657,24643,39739
Prince George,va,40100,20993,33469,42313,50952,57312,43360,25666,39864,45580,53711,64148,32937,18610,23730,33393,45294,55822
Prince William,va,51172,26539,34497,49075,69677,90286,60332,31464,39505,56975,89003,108014,42976,17899,28593,40743,53452,66510
Pulaski,va,31057,19737,26366,32034,37154,55313,36890,21892,32626,43259,52944,61289,25833,16136,23330,26536,31133,53516
Rappahannock,va,33913,21484,32107,30614,45125,63879,45216,21705,38162,33125,78289,104375,26399,21000,21875,21131,32344,33203
Richmond,va,30397,18567,30487,34375,40880,67188,31570,20682,38000,38942,48125,81705,27459,11382,23406,32821,37031,48819
Roanoke,va,40464,25225,31802,36493,48299,64917,48225,27435,39287,44037,60426,81372,33665,20341,25770,31902,40014,53107
Rockbridge,va,28349,25223,28740,26685,31813,47135,32554,27888,32250,32786,42464,85694,22466,16827,23304,21586,26125,32619
Rockingham,va,32106,20425,28649,33590,42443,54476,39170,26341,36247,42971,52522,67560,25184,14502,21274,28321,36346,48207
Russell,va,26885,21194,23780,27145,39951,49323,31450,27060,28998,31896,54583,56518,21441,9794,16844,24057,33399,44333
Scott,va,30719,20205,30545,29845,43068,49563,36918,21415,35476,39784,41607,47465,24935,14762,21697,25795,45518,53529
Shenandoah,va,31825,21446,27719,34310,43339,55805,38261,27456,33211,43977,55320,75648,24686,17402,21557,25303,40058,49725
Smyth,va,28497,22036,25706,26639,36725,52153,31402,25817,28465,33593,39583,60772,24884,19090,20746,24072,35716,42639
Southampton,va,29082,14341,25322,30433,46696,51328,34276,18115,32240,37787,55179,52216,24228,5386,21531,26126,43250,50577
Spotsylvania,va,44928,24328,32488,43936,62500,73811,55778,26715,43823,62512,87321,101605,33259,19858,26764,31466,43895,53194
Stafford,va,52661,21202,34605,52137,66474,97969,65533,25714,42406,64531,84834,115205,40238,17637,27532,39730,49631,65588
Surry,va,35359,21068,32464,42860,36250,34762,44834,24321,42171,51023,51250,32625,28421,18214,26842,30664,31905,46442
Sussex,va,25340,11687,27026,28000,44524,44604,21885,11317,31123,26528,47083,43854,26200,16250,24341,28665,43393,55385
Tazewell,va,26865,19437,24159,24452,36606,63309,33576,24464,32599,32734,43234,83339,19918,9856,16015,18872,35324,56192
Warren,va,38261,20902,34286,40599,52042,57432,44714,25500,40073,54065,58530,64199,29977,17697,27075,30175,43231,53299
Washington,va,30812,16382,24542,31797,37170,53221,35462,19523,29051,38675,49327,65150,25162,9811,18561,25286,31710,47156
Westmoreland,va,27566,19273,27418,29625,44231,63255,31496,20833,31514,48184,50167,76818,24535,14566,24336,20637,43077,53942
Wise,va,26864,19923,25198,24434,35775,54107,35515,25944,33693,35929,41918,78438,20602,8917,17119,17073,31427,45139
Wythe,va,26428,17273,24723,25995,40144,52684,32886,25331,28738,37396,49175,74079,21845,13826,21119,20102,35764,38082
York,va,46955,22128,31547,42427,53036,83830,60890,30212,41155,54204,65651,100348,34111,15139,23279,28893,41379,55041
Alexandria city,va,58128,20564,30396,40180,66636,90502,64584,25236,31778,43135,75641,101375,52588,16158,27500,37995,59676,77948
Bedford city,va,27658,15083,21179,29906,32404,54211,32542,15083,30709,34881,56012,53224,21744,NA,20090,20231,30946,73103
Bristol city,va,26283,13634,23961,26141,31852,47756,28236,13663,26000,28750,31837,49946,25250,12440,22549,25371,31898,42303
Buena Vista city,va,26907,21150,26406,22430,41528,54455,27857,21615,31053,20556,49688,63170,25306,15000,20132,23889,33958,53194
Charlottesville city,va,33408,14991,27868,30752,36851,52229,36506,16230,31458,32094,44635,56229,30543,11719,25613,29375,33201,48487
Chesapeake city,va,41414,21305,32339,38984,53963,70430,51001,25578,39571,49399,71167,91667,32577,17278,26031,30309,41900,55373
Colonial Heights city,va,37165,26905,32103,37406,43670,51576,42429,29286,41481,41313,46250,70000,30890,25507,22323,35742,42656,48106
Covington city,va,30475,26953,29474,28846,43942,43750,37041,32727,35591,39129,50804,31771,21463,24648,19275,18917,43155,58750
Danville city,va,25685,15526,21330,26105,36250,49770,30475,18235,27162,31704,41519,74202,21500,12159,17253,22070,32128,42011
Emporia city,va,26500,8352,27468,26032,39542,66250,30337,6346,28182,31536,39635,88125,22452,10729,26016,23843,38542,54107
Fairfax city,va,53129,22397,26429,37172,68495,101250,64967,33384,37442,44375,88194,107013,46350,21250,18684,31426,51830,82273
Falls Church city,va,73299,30294,33750,51042,73237,95769,96619,31103,43472,49652,92137,124141,53463,NA,16667,52610,52659,65603
Franklin city,va,23221,12587,19460,24853,40015,44398,29091,13430,22145,28125,44000,42986,19933,11205,14938,22533,39583,48750
Fredericksburg city,va,35381,25610,27439,31269,49213,74779,40455,25549,28946,34365,61563,93314,31875,27778,25543,28183,45169,55625
Galax city,va,22907,13685,22727,23125,36012,42045,27500,9942,24643,27829,68750,29227,20972,13728,18194,20636,32473,52959
Hampton city,va,34810,19530,27871,33329,45644,59974,41913,24588,32172,43073,58022,74170,29202,12946,23349,26637,41827,52024
Harrisonburg city,va,28111,20975,23916,29388,35881,45340,33306,23392,26664,35997,41204,54491,22309,17351,20432,22193,27149,42611
Hopewell city,va,30681,22861,29918,35339,50114,52228,36527,26021,35167,43957,58311,67171,26594,11455,25105,29521,43682,50238
Lexington city,va,22459,13235,23158,23281,20174,53359,39688,9432,29708,41042,39766,67411,18328,13419,20881,20521,17768,14545
Lynchburg city,va,30651,13558,24437,27760,40439,59259,35678,15028,30604,32781,50998,70709,25382,10996,21053,23018,33002,48785
Manassas city,va,37775,23095,31386,44255,52400,73051,42395,26197,32442,50933,66221,99479,35781,15737,28590,37571,44306,57713
Manassas Park city,va,39527,28850,35313,40633,61285,84306,40934,31132,35651,50609,71406,106875,36634,21679,35059,32284,56167,54559
Martinsville city,va,24565,18252,17132,24524,39475,85607,27361,18764,25576,24211,44028,85682,21227,17620,12148,24844,34674,85481
Newport News city,va,32790,20776,27392,32192,43106,61167,40575,25148,33692,40121,56203,77048,26939,15175,22076,26972,35013,53022
Norfolk city,va,31744,18975,24835,31002,42782,58679,37341,23360,30651,38172,52364,69903,25816,14894,19550,24542,37284,52704
Norton city,va,29596,17083,28558,27656,43350,47361,31795,20125,30318,36813,15909,44609,22355,14635,21625,21441,44779,47813
Petersburg city,va,27258,19700,26197,30798,45991,54879,30081,22143,28848,35807,53875,63917,26001,18212,22875,25816,41017,54052
Poquoson city,va,48933,16042,33229,46184,52159,73304,67917,16632,50330,52500,83857,106683,35816,11488,19034,29375,42213,60577
Portsmouth city,va,32506,18500,26699,32909,43015,56895,38492,26341,32074,40572,48795,68052,27510,13262,21406,27698,39139,52367
Radford city,va,31239,18047,25275,29191,32256,55827,33601,18346,18803,33838,32073,63309,27412,16573,26900,23356,33654,47803
Richmond city,va,31372,15487,23723,28446,43653,55893,33304,18378,26010,29350,48944,72966,29677,13026,21732,27819,40811,49539
Roanoke city,va,29721,17903,25406,30907,38369,53362,32604,18595,29281,33971,46515,80712,26279,17047,20726,28590,33105,44383
Salem city,va,34575,21000,30161,29768,47210,48836,39362,21438,33570,32660,56736,59750,31767,20563,28350,26875,43228,45486
Staunton city,va,32315,18250,31546,26768,38121,50179,38424,26701,38059,32268,43872,64095,26795,12415,25733,23182,35457,48611
Suffolk city,va,40760,19181,31122,40810,52110,70530,51840,27310,38253,53777,68500,83529,31613,13505,23732,30433,42689,57593
Virginia Beach city,va,40346,21273,31306,37340,49850,63407,48221,25949,38138,45180,63862,86879,32305,15763,23309,31033,41158,52712
Waynesboro city,va,30965,19530,25736,30904,44635,50139,36165,22321,31230,40163,56023,55417,25144,14074,21480,23898,39884,47585
Williamsburg city,va,30134,20879,25053,22969,44496,43690,34141,26328,26979,26838,44056,43710,26678,20142,18796,17188,44783,42386
Winchester city,va,32143,17977,26013,33353,52129,57571,38849,20311,29476,43485,64096,77418,27050,7495,21320,29368,38472,52892
Adams,wa,24388,18157,26266,31050,41548,53403,30442,22252,31825,38942,49821,52875,16059,11601,11269,19792,26563,53606
Asotin,wa,28010,17755,23650,30987,40625,58393,33424,21900,30394,40088,36250,72750,23636,10947,21205,24703,42821,44893
Benton,wa,39422,19111,30369,35807,60922,74380,52367,22591,38569,50131,79158,96930,28367,13070,24245,26102,43364,54926
Chelan,wa,30920,19213,26371,32514,43224,59790,35920,21403,29512,41456,51004,64865,26051,16021,22923,28052,33935,50489
Clallam,wa,28982,17934,25908,27224,34960,53783,36335,23794,31976,36338,41525,64293,22732,12035,20106,21573,32316,43784
Clark,wa,37222,21185,30844,36454,50442,64356,46547,25956,37155,46362,63713,76519,29490,15117,23472,28873,37917,54510
Columbia,wa,32236,16019,29028,32399,38864,59821,42802,25750,32391,41406,57857,71058,23919,15385,22847,26563,10909,48750
Cowlitz,wa,31894,16988,27980,32613,46346,60769,42195,23498,38095,42829,59288,77585,24101,12647,20955,25899,37537,52238
Douglas,wa,28034,16549,25522,32220,46474,59117,32345,18889,33740,39540,49894,64167,23333,12288,17396,28705,43426,58705
Ferry,wa,25188,7284,22413,22861,36806,50625,29208,10903,26111,35598,41094,78056,16520,2976,17452,11493,36111,44960
Franklin,wa,28825,19382,26285,36703,49476,54975,35791,21652,36415,44879,62607,55063,21881,13315,17939,30367,33692,54947
Garfield,wa,31546,NA,22674,32181,42625,42308,40125,NA,24844,38750,58000,45000,24336,NA,20714,30066,28750,42308
Grant,wa,27808,19449,26404,31913,46443,62736,35849,23837,33809,45288,63853,70790,20684,13445,19184,23264,30677,54667
Grays Harbor,wa,29637,17026,25341,30372,42559,53796,35794,20455,32206,38368,56875,53522,23891,11270,17650,25521,30375,54167
Island,wa,36810,24365,31825,35129,44209,59272,47375,31546,38767,45786,62557,65799,26410,19012,20737,24163,31908,54200
Jefferson,wa,25187,17434,25519,22185,26160,41934,31701,17037,31750,29568,37552,53214,20684,20020,17160,19732,21855,33995
King,wa,46028,22248,31513,39684,57952,74113,55455,26082,37054,46434,73516,96483,37776,18488,26458,33560,44746,57974
Kitsap,wa,39821,20428,29817,38453,52529,65884,50879,26801,36809,50125,67583,85540,29319,16061,21992,28195,38073,51448
Kittitas,wa,33566,21721,31797,26840,38419,52179,41860,25651,39216,40148,48543,61044,21947,11334,20417,20074,28170,47621
Klickitat,wa,27476,21380,26553,24813,42819,51042,34986,21894,35388,35608,51440,62759,21384,19545,14911,21276,34034,49539
Lewis,wa,29790,20584,27865,28500,41409,55303,38587,24833,36880,39331,45697,62824,21598,15539,18996,21130,31396,51360
Lincoln,wa,31871,27264,24264,30259,44188,58929,43002,28333,33500,40788,52969,75250,22710,21563,15947,22295,36500,52500
Mason,wa,31574,14516,29308,31922,44417,59914,37933,15893,34351,41179,48314,64329,26692,11503,22689,26444,42173,54761
Okanogan,wa,26081,13995,26918,25564,40581,50306,31261,14653,32806,30691,46902,58417,23022,13325,22545,23275,31313,42135
Pacific,wa,27084,14943,24824,28738,43246,46875,36887,19310,36927,43698,50341,58750,20435,11392,14208,23345,38125,43712
Pend Oreille,wa,28039,15313,23295,22608,56691,63098,37276,30000,30504,37578,74389,63529,19636,9408,17217,17927,26583,61750
Pierce,wa,39635,22386,33201,38666,52649,65810,48574,27525,41025,48192,64903,78584,31347,17472,25418,30810,41089,55477
San Juan,wa,31127,26345,28056,28458,33222,37963,38259,27314,34231,35688,43125,57788,23667,19167,22016,23444,25855,26172
Skagit,wa,34867,21128,30910,35330,45954,57643,43739,26720,38466,44734,57565,74806,26932,14298,23198,28265,32500,50820
Skamania,wa,39107,23462,31196,38785,45313,61042,46135,28520,44750,45313,66174,85341,29208,15660,18171,30150,43146,53641
Snohomish,wa,42778,26266,34228,41135,57894,68555,52908,30650,42035,52242,69271,85678,33894,18621,27252,32844,44430,54764
Spokane,wa,33775,19688,27105,31746,44455,61258,40621,23254,31617,38605,52989,72663,28098,15942,22057,26782,35856,52450
Stevens,wa,30556,18179,26709,28643,42067,53905,37362,25408,32452,40681,48037,54799,23688,11743,19028,21819,35156,52122
Thurston,wa,42004,19535,33440,39848,52882,65677,50345,27003,40530,45971,64451,77591,34422,16048,26474,32629,41069,59159
Wahkiakum,wa,30802,14038,16912,41369,32321,50341,36591,43456,17192,46667,30446,51364,21523,12788,14597,20398,36042,39545
Walla Walla,wa,31257,18042,25444,31700,43652,56594,36778,20101,27137,40319,49458,64355,26792,13979,21014,26538,39808,52685
Whatcom,wa,33403,20676,31164,31690,38807,53387,41552,23742,38099,39196,51817,65414,26281,18020,22753,25584,30076,44213
Whitman,wa,32487,10893,23464,27698,34681,49023,40185,14063,31875,32656,43057,56648,25514,7321,18670,22248,27179,42500
Yakima,wa,27102,18051,25536,31297,48600,59942,31561,21405,31523,38991,57308,64536,21867,13675,20516,26727,38678,54000
Barbour,wv,25779,21484,23918,21837,44211,52344,35586,25556,32250,29438,53083,44688,16698,11685,15173,17857,42083,61364
Berkeley,wv,35363,22838,30453,36376,46517,54876,42052,30858,38993,45677,51784,68253,28804,13938,23383,29515,43115,51354
Boone,wv,36823,28316,34475,36178,44167,55000,50557,40283,51004,52550,67337,56164,23387,15064,16397,24784,40701,49107
Braxton,wv,24546,21779,22556,27134,32059,35938,32027,26793,31458,40750,47790,59000,20418,9447,18373,20284,26736,33482
Brooke,wv,30638,17284,23492,30864,43002,53472,35653,19444,30692,40813,46528,68000,22933,13938,18356,21055,38355,46750
Cabell,wv,30445,12905,24707,25400,41126,55207,36695,13277,30592,29895,49314,75156,25579,12207,17530,23229,33839,49006
Calhoun,wv,24361,21357,24576,21968,34239,31850,35560,38073,37899,27361,35306,21490,20302,6993,16853,21003,30625,41250
Clay,wv,25595,19007,20708,31619,41875,47807,36250,30270,35481,39630,61771,55000,17197,6713,15088,22500,37212,44269
Doddridge,wv,20618,18875,22203,16175,19855,51696,24580,14222,27139,17829,39856,44375,17190,23349,16930,15863,10313,51786
Fayette,wv,27386,17533,25939,27843,37770,46991,32601,20799,32181,33934,42500,57708,21372,11288,18956,22855,37103,43333
Gilmer,wv,24368,17969,22195,17357,38519,42096,27182,23750,26781,21063,46667,68750,19234,16790,16833,16290,30343,40958
Grant,wv,27701,23878,26593,23540,46067,39375,33777,29757,34519,25833,95517,43063,22998,13226,20144,22827,36016,38963
Greenbrier,wv,27138,18652,22668,30345,36593,49230,31077,22472,27131,36867,42213,54412,22838,14038,18654,24206,31157,48054
Hampshire,wv,27464,18668,27009,27899,43011,44219,33599,23958,31635,41884,52802,52614,22845,11148,22796,22293,36570,39904
Hancock,wv,28680,10103,22200,29601,40938,52526,34863,20505,29702,36886,49141,60875,23062,8780,17368,25213,32412,46964
Hardy,wv,26521,22463,26620,24768,37143,43984,31591,30815,31462,29345,40385,48224,23182,12806,22207,23851,35268,43125
Harrison,wv,31523,17376,25916,31755,45085,54944,38165,22625,32418,39193,51229,74844,24582,14441,18358,26281,40016,42925
Jackson,wv,32473,22380,28082,35050,41022,55129,40241,30811,35436,42106,41777,86458,25831,13803,18608,24783,40242,43482
Jefferson,wv,41439,21638,30830,43695,58660,66575,52205,34561,39318,62858,68005,84115,31028,14861,21409,32442,43147,51036
Kanawha,wv,32079,16391,25617,30646,42506,62280,39548,18764,30633,39469,52174,75363,27111,13712,21207,25243,38014,54156
Lewis,wv,26397,22500,22266,30224,43790,51675,31211,24931,26849,52891,32264,71724,20743,6467,15127,25054,44194,50225
Lincoln,wv,28028,25089,24289,28750,40000,46023,38865,30818,38102,43578,47167,53214,16600,6379,13286,20449,31731,43450
Logan,wv,30093,21918,25831,30550,39868,49226,37608,33125,33977,38579,60313,71389,21364,11534,17637,19620,36078,46587
McDowell,wv,26340,22140,23894,27091,30686,53375,31935,26667,36346,30625,31885,50833,19542,12861,17964,19239,28776,54875
Marion,wv,31162,20970,25988,30688,40875,54792,37467,23715,32349,37616,49545,67765,25013,13884,19789,26000,34058,50592
Marshall,wv,28770,15808,26568,26899,39200,51838,38822,22500,37064,33657,55625,67328,21352,9362,16491,22406,34058,44265
Mason,wv,27955,18929,25144,28992,43884,57898,37284,23539,30016,41729,58210,110882,21392,13536,19078,22214,30563,49952
Mercer,wv,27781,17885,22089,26466,38510,49395,33660,21806,30667,32775,50581,73906,22192,11330,16713,22454,32468,44961
Mineral,wv,27875,17583,25882,27475,47222,47500,36274,21218,33514,44286,54015,56563,22510,12440,20141,23216,42281,29886
Mingo,wv,31146,25250,26630,30245,38299,48438,43743,30988,44419,50982,47411,46250,21633,7978,14871,20538,36799,48750
Monongalia,wv,35803,25470,26076,28641,38423,54574,41305,25985,30960,37212,48013,69693,30612,19265,21782,25361,35275,48771
Monroe,wv,28635,21094,26111,31346,35000,38819,34678,23476,34797,40542,51542,42222,22110,16581,20986,21893,31438,30804
Morgan,wv,30961,16546,30945,27792,47835,49203,37046,23269,36837,36727,55250,48869,24849,15609,21173,25000,40568,50855
Nicholas,wv,27364,16835,25982,24432,40091,58194,38547,21362,36038,40150,46468,61571,19918,8854,16898,16815,36339,53212
Ohio,wv,29045,13871,21309,27204,37225,49533,36154,25493,30298,35212,41128,56161,22053,8983,16682,22375,32375,48714
Pendleton,wv,24138,17100,21143,27047,39875,41250,31826,20238,31362,37619,41477,103542,17705,11786,13498,23724,38250,36875
Pleasants,wv,28832,33029,28246,24821,28393,55357,40625,33819,42572,32986,50357,58875,21939,11875,20188,20208,25795,51528
Pocahontas,wv,22407,19020,20110,24000,26470,49306,25103,19865,23873,25139,26929,52981,20198,11518,14457,22159,26058,48611
Preston,wv,29556,17045,27660,30776,33125,52038,34864,20744,34832,41005,40875,56133,22145,16282,18998,23683,29281,50978
Putnam,wv,38139,21663,28816,34541,53370,62886,51272,24429,39106,52234,62651,95833,28167,17551,21949,26652,41975,52396
Raleigh,wv,30633,16900,26524,27559,40869,48512,39265,29180,36212,38256,53117,53958,22005,10192,18697,21369,36579,44199
Randolph,wv,26922,20000,24113,29519,31054,44709,32185,24353,31598,35000,35227,52875,22118,12727,18876,27053,28519,44096
